number,option1,option2,option1Votes,option2Votes,recommended,active,available,hidden,like,dislike,cat
284,Be 10 times smarter than the smartest person,Be 10 times stronger than the strongest person,2180,867,0,1,1,0,0,0,Unspecified
285,Be super racist,Be super sexist,1403,1679,0,1,1,0,0,0,Unspecified
286,Be able to hold your breath for ten minutes,Be able to hold notes for ten minutes when singing,2344,732,0,1,1,0,0,0,Unspecified
287,Have someone die when you touch them,Have someone die when you make eye contact with them,1947,1140,0,1,1,0,0,0,Unspecified
288,"Become a god, but with NO powers and be loved",Become satin with all powers and be hated,1777,1224,0,1,1,0,0,0,Unspecified
289,Be mean to everyone that is nice to you,Be nice to everyone that is mean to you,610,2472,0,1,1,0,0,0,Unspecified
290,Be single for life,Have a partner that acts like a child,1511,1547,0,1,1,0,0,0,Unspecified
291,Have bad breath,Have smelly feet,441,2644,0,1,1,0,0,0,Unspecified
292,Stay isolated for the rest of your life,Have no privacy for the rest of your life,1712,1325,0,1,1,0,0,0,Unspecified
293,Have all knowledge but be unable to explain things,Have very limited knowledge but be good at explaining things,1898,1163,0,1,1,0,0,0,Unspecified
294,Have a home gym,Have a home cinema,1604,1528,0,1,1,0,0,0,Unspecified
295,Have an extra eye,Have an extra ear,2310,787,0,1,1,0,0,0,Unspecified
296,Be funny but not cool,Be cool but not funny,1954,1205,0,1,1,0,0,0,Unspecified
297,Lose both your arms,Lose both your legs,840,2252,0,1,1,0,0,0,Unspecified
298,Get a flat tire,Run out of gas,1705,1402,0,1,1,0,0,0,Unspecified
299,Only have spoons,Only have forks,1786,1262,0,1,1,0,0,0,Unspecified
300,$200 every time you get hurt,$20 every time you help someone,2074,1170,0,1,1,0,0,0,Unspecified
301,Be an Elder Sibling,Be a Younger Sibling,1581,1558,0,1,1,0,0,0,Unspecified
302,Take care of animals in a shelter,Take care of children in an orphanage,1995,1042,0,1,1,0,0,0,Unspecified
303,Have a medieval house,Have a modern house,616,2570,0,1,1,0,0,0,Unspecified
304,Have a lazy partner,Have a stupid partner,1826,1276,0,1,1,0,0,0,Unspecified
305,Always be too cold,Always be too hot,2263,847,0,1,1,0,0,0,Unspecified
306,Spend 2 years in prison,Spend your weekends in prison for the next 5 years,1472,1571,0,1,1,0,0,0,Unspecified
307,Live in Paris but feel depressed,Live in North Korea but feel happy,1825,1228,0,1,1,0,0,0,Unspecified
308,Die before your partner,Die after your partner,1493,1525,0,1,1,0,0,0,Unspecified
309,Always be with people but feel alone,Always be alone but not feel alone,923,2124,0,1,1,0,0,0,Unspecified
310,Only speak in Morse code,Only speak in binary,1975,1074,0,1,1,0,0,0,Unspecified
311,Be not cool but smart,Be cool but be dumb,2385,673,0,1,1,0,0,0,Unspecified
312,Control Time,Control Space,2472,612,0,1,1,0,0,0,Unspecified
313,Fight in an ancient war,Fight in a modern war,1735,1352,0,1,1,0,0,0,Unspecified
314,Cheat on someone,Be cheated on,1283,1729,0,1,1,0,0,0,Unspecified
315,Always be constipated,Always have diarrhea,1916,1180,0,1,1,0,0,0,Unspecified
316,Have the power to do whatever you want without getting in trouble,Be able to change the probability of any outcome,1347,1605,0,1,1,0,0,0,Unspecified
317,Have everyone doubt you but succeed,Have everyone believe in you but fail,2828,223,0,1,1,0,0,0,Unspecified
318,Have your bus driver die while driving on a mountain,Have your pilot die while flying,2031,995,0,1,1,0,0,0,Unspecified
319,Have your parachute fail while skydiving,Have an engine failure while flying a helicopter,1167,1852,0,1,1,0,0,0,Unspecified
320,Have any item of clothing you want,Have any food item you want,1449,1572,0,1,1,0,0,0,Unspecified
321,Stub your toe once every day,Whack your funny bone every other day,1193,1777,0,1,1,0,0,0,Unspecified
322,Be the opposite sex for a day,Be an animal of your choosing for a day,1567,1487,0,1,1,0,0,0,Unspecified
323,Only be able to eat with a knife,Only be able to eat with your hands,705,2360,0,1,1,0,0,0,Unspecified
324,Always be itchy,Always be tired,774,2318,0,1,1,0,0,0,Unspecified
325,Live in a developed country but you are poor,Live in an undeveloped country but you are rich,611,2412,0,1,1,0,0,0,Unspecified
326,Be very tall,Be very short,2535,660,0,1,1,0,0,0,Unspecified
327,Always need a watch to tell the time,Always need a clock to tell the time,2613,445,0,1,1,0,0,0,Unspecified
328,Share a first name with an awful person (Ex: Hitler),Share a birthday with a tragic event (Ex: Sept. 11),637,2425,0,1,1,0,0,0,Unspecified
329,Be betrayed by your siblings,Be betrayed by your parents,2374,757,0,1,1,0,0,0,Unspecified
330,Poop your pants when someone laughs,Pee your pants when someone gets angry,399,2569,0,1,1,0,0,0,Unspecified
331,Never understand what people are saying for the first time,Never be understood the first time you say something,1650,1501,0,1,1,0,0,0,Unspecified
332,Be able to shrink whenever you want,Be able to grow whenever you want,1559,1560,0,1,1,0,0,0,Unspecified
333,Only eat expired foods,Only drink expired beverages,597,2414,0,1,1,0,0,0,Unspecified
334,Live alone on a secluded island,Live in an overpopulated city,1159,1835,0,1,1,0,0,0,Unspecified
335,Have whatever you say become real,Have whatever you think become real,2294,785,0,1,1,0,0,0,Unspecified
336,Clone yourself an unlimited amount of times,Clone any object an unlimited amount of times,514,2582,0,1,1,0,0,0,Unspecified
337,Never see an animal ever again,Have a 70% chance of getting attacked by any animal you see,2025,952,0,1,1,0,0,0,Unspecified
338,Receive $1 for every step you've taken in your life,Receive $1 for every blink of your eyes you've taken,444,2656,0,1,1,0,0,0,Unspecified
339,Have no parents at all (assuming you can still exist),Have unsupportive parents,1853,1175,0,1,1,0,0,0,Unspecified
340,Double your intelligence,Double your attractiveness,1974,1171,0,1,1,0,0,0,Unspecified
341,Watch the movie,Read the book,2396,674,0,1,1,0,0,0,Unspecified
342,Have many short-term relationships,Have very few long-term relationships,555,2419,0,1,1,0,0,0,Unspecified
343,Become the King/Queen of the UK,Become the president of the USA,1683,1435,0,1,1,0,0,0,Unspecified
344,Erase all of your past bad memories,Erase your past bad impressions in the memories of others,1106,1914,0,1,1,0,0,0,Unspecified
345,Spend a night on the ocean,Spend a night in a forest,1336,1784,0,1,1,0,0,0,Unspecified
346,Always fall in love too easily,Always have a very hard time falling in love,988,1998,0,1,1,0,0,0,Unspecified
347,Have the power to specifically erase 10 of your memories,Be able to see the memories of others by touching them,25389,96640,0,1,1,0,0,0,Unspecified
348,Travel 10 years into past but you can't return to present,Travel 2 years into the future but you can return to present,39645,74254,0,1,1,0,0,0,Unspecified
349,Be a vampire hunter,Be a vampire,50484,65864,0,1,1,0,0,0,Unspecified
350,Become any character from any game,Become any character from any anime,60083,56550,0,1,1,0,0,0,Unspecified
351,Fly with a Dragon,Swim with a Mermaid,89478,24549,0,1,1,0,0,0,Unspecified
352,Live happily in a kingdom in the sky,Live happily in a kingdom in the ocean,81115,34320,0,1,1,0,0,0,Unspecified
353,Ability to heal yourself and not others,Ability to heal others and not yourself,48098,69338,0,1,1,0,0,0,Unspecified
354,Ability to pause time (only once per day),"Ability to become invisible (lasts an entire day, only once a week)",80701,30227,0,1,1,0,0,0,Unspecified
355,Make anything appear out of thin air (5 hour cooldown),Hypnotize anyone within seeing distance for 12 hours (30 hour cooldown),82233,30912,0,1,1,0,0,0,Unspecified
356,Have hair everywhere on you,Have hair nowhere on you,36197,78705,0,1,1,0,0,0,Unspecified
357,Have infinite knowledge,Be omnipotent,62756,54081,0,1,1,0,0,0,Unspecified
358,Be stuck living forever,Only live for 10 more years,52584,65916,0,1,1,0,0,0,Unspecified
359,Be a vampire,Be a werewolf,67852,48948,0,1,1,0,0,0,Unspecified
360,Have all your fingers permanently replaced by scissors,Have both your feet permanently replaced by butter knives,47571,65951,0,1,1,0,0,0,Unspecified
361,Redo your life from the start with your current memories,Get a completely new life with no memories,86960,25336,0,1,1,0,0,0,Unspecified
362,Be any bird,Be any object,68180,48405,0,1,1,0,0,0,Unspecified
363,Break into a stranger's home and stay for 2 days without them knowing,Stay outside for 6 days,70867,44839,0,1,1,0,0,0,Unspecified
364,"Get piercings everywhere possible (tongue, ears, eyebrows, bellybutton, etc)",Get tattoos all over your body,35024,79246,0,1,1,0,0,0,Unspecified
365,Drown to death in the ocean,Burn to death in lava,62567,54295,0,1,1,0,0,0,Unspecified
366,Know everything about outer space,Know everything about Earth's oceans,73501,40881,0,1,1,0,0,0,Unspecified
367,"Have the love of your life, but be broke","Be forever alone, but rich",59531,59928,0,1,1,0,0,0,Unspecified
368,Never be able to play any game again,"Never be able to watch/stream anything again (Ex: Youtube, Netflix)",65891,48489,0,1,1,0,0,0,Unspecified
369,Work 9 to 5 on a job you hate,Work 7 to 6 on a job you love,12325,105947,0,1,1,0,0,0,Unspecified
370,Your accused of being a criminal but your family/love-one is the criminal,Your family/love ones is accused of being criminals but you're the criminal,62935,50493,0,1,1,0,0,0,Unspecified
371,Live a lonely but saintly life,Have lots of friends but be a slightly bad person,43529,68548,0,1,1,0,0,0,Unspecified
372,Drink hot drinks in Summer,Drink cold drinks in Winter,26280,88482,0,1,1,0,0,0,Unspecified
373,Lose your sense of touch,Lose your sense of sight,97300,20852,0,1,1,0,0,0,Unspecified
374,Get a large tattoo of a person you dislike on your back,Get a master's degree in a field you dislike,18022,97861,0,1,1,0,0,0,Unspecified
375,Pat every animal you see,Sing along to every song you know under any circumstances,47812,49386,0,1,1,0,0,0,Unspecified
376,Have 1 billion dollars,Get 1 penny and double it every day,39477,75998,0,1,1,0,0,0,Unspecified
377,Never worry about wealth,Never worry about health,59921,59423,0,1,1,0,0,0,Unspecified
378,Be the smartest but everyone hates you,Be the stupidest but everyone loves you,56137,57922,0,1,1,0,0,0,Unspecified
379,Drive for at least 3 hours a day,Play chess for at least 3 hours a day,67278,48632,0,1,1,0,0,0,Unspecified
380,Be stranded in North Korea for 50 years,Spend 50 years of jail in russia,72155,45040,0,1,1,0,0,0,Unspecified
381,Have nothing in your life,Have nobody in your life,72935,44657,0,1,1,0,0,0,Unspecified
382,"Only Eat Fast Food (quick, convenient, many options)","Only Eat Homemade Food (takes longer, cheaper in long run, cooking flexibility)",26799,86646,0,1,1,0,0,0,Unspecified
383,Be forever happy but someone else is depressed,Be forever depressed but someone else is happy,93244,23373,0,1,1,0,0,0,Unspecified
384,Wear a sweatshirt in 90 degree weather,Wear a t-shirt in 10 degree weather,46056,69985,0,1,1,0,0,0,Unspecified
385,Everything stays the way it is and you live double your destined life,"You're born into wealthy and lucky circumstances, but live half of your destined life",68782,43273,0,1,1,0,0,0,Unspecified
386,Have your dream car but you can't use it,Have a bad car with infinite gasoline,19733,95376,0,1,1,0,0,0,Unspecified
387,Every food you eat is too salty,Every drink you drink is too sweet,29877,85132,0,1,1,0,0,0,Unspecified
388,Suffer from a disease without any cure,Suffer a wound that will never heal,34307,79466,0,1,1,0,0,0,Unspecified
389,Lose Wifi for a year,Prices go up by 20% for you for a year,60602,56970,0,1,1,0,0,0,Unspecified
390,Always be aroused,Never feel arousal at all,63318,49591,0,1,1,0,0,0,Unspecified
391,Live in a world without internet,Live in a world without music,56280,60016,0,1,1,0,0,0,Unspecified
392,Have the ability to time travel to any point in the past,Have the ability to teleport to any location instantly,35308,76722,0,1,1,0,0,0,Unspecified
393,You live in a fantasy world as an average person (you get to choose the world),You live in the real world but are an above average person (comfortably wealthy & smart),36964,76847,0,1,1,0,0,0,Unspecified
394,Never be able to eat your favourite food,Eat only your favourite food for the rest of your life,73839,42268,0,1,1,0,0,0,Unspecified
395,Live-stream your entire life,Never access social media ever again,42064,72918,0,1,1,0,0,0,Unspecified
396,Only eat burnt food,Always bite your tongue when you eat,52638,64111,0,1,1,0,0,0,Unspecified
397,Scream loudly while you're asleep,Be blind and deaf for the first 30 mins after waking up,35899,79569,0,1,1,0,0,0,Unspecified
398,Have 10 billion dollars but only be able to donate it,Only make money from donations your entire life,75663,40189,0,1,1,0,0,0,Unspecified
399,Never be able to feel anything emotionally again,Never be able to feel anything physically again,44339,70200,0,1,1,0,0,0,Unspecified
400,"Never be able to go outside, but you have internet","Be able to go outside, but have no internet",48818,65208,0,1,1,0,0,0,Unspecified
401,Go to jail for one year,Receive three years of house arrest,39168,74872,0,1,1,0,0,0,Unspecified
402,Have a painless death right now,Stay alive but have a very painful death when the unknown time comes,57377,57888,0,1,1,0,0,0,Unspecified
403,Only be able to kiss your spouse,Only be able to hug your spouse,65492,50696,0,1,1,0,0,0,Unspecified
404,Kill someone but have no one know,Don't kill anyone but have everyone think you did,86195,28263,0,1,1,0,0,0,Unspecified
405,Never listen to music again,Always hear music playing,29642,85312,0,1,1,0,0,0,Unspecified
406,Have to go to school in a shopping cart pushed by your mom,Have to go to school in a wagon pulled by your dad,43137,70324,0,1,1,0,0,0,Unspecified
407,Only be able to swim in pools with hot water,Only be able to swim in pools with very cold water,58873,56568,0,1,1,0,0,0,Unspecified
408,Have a brain freeze every time you drink,Have a toothache every time you eat,89317,23099,0,1,1,0,0,0,Unspecified
409,"Always have a runny, stuffy nose","Always have a mild, dry cough",40264,76050,0,1,1,0,0,0,Unspecified
410,Drink water from a flushed public toilet,Lick a public bathroom floor,46977,68340,0,1,1,0,0,0,Unspecified
411,Never be able to watch movies,Never be able to read books,38668,75624,0,1,1,0,0,0,Unspecified
412,Never experience romantic love at all,Discover your true love but be unable to have them,63776,49984,0,1,1,0,0,0,Unspecified
413,Marry your enemy but you will slowly become COMPATIBLE,Marry your crush but you will slowly become INCOMPATIBLE,97590,19929,0,1,1,0,0,0,Unspecified
414,Be the ONLY person that DOESN'T get to live forever,Be the ONLY person that GETS TO live forever,68995,46975,0,1,1,0,0,0,Unspecified
415,Have a romantic relationship with a dog,Have a romantic relationship with a cat,55311,56415,0,1,1,0,0,0,Unspecified
416,Tongue-kiss a dog/cat,Tongue-kiss a stranger's armpit,60288,51321,0,1,1,0,0,0,Unspecified
417,Play video games for the rest of your life,Watch movies for the rest of your life,77180,38353,0,1,1,0,0,0,Unspecified
418,Always have a random taste in your mouth,Be unable to have taste in your mouth,74681,38971,0,1,1,0,0,0,Unspecified
419,Have only one hand,Have only one leg,61914,53079,0,1,1,0,0,0,Unspecified
420,Always be lonely,Always be surrounded by others,37455,76134,0,1,1,0,0,0,Unspecified
421,Have more time,Have more money,47272,67795,0,1,1,0,0,0,Unspecified
422,Be in your favorite video game,Be on your favorite show,59627,55779,0,1,1,0,0,0,Unspecified
423,Have free public transportation,Have free public utilities,53652,61623,0,1,1,0,0,0,Unspecified
424,Live in a DC world,Live in a Marvel world,33427,83907,0,1,1,0,0,0,Unspecified
425,Be the only child in your family,Have a lot of siblings,54596,61294,0,1,1,0,0,0,Unspecified
426,Be a super villain,Be a superhero,48069,67182,0,1,1,0,0,0,Unspecified
427,only celebrate your birthday,only celebrate the birthdays' of others,40187,75366,0,1,1,0,0,0,Unspecified
428,Live with people who are obsessed with you,Live with people who hate you (no physical violence),92096,23988,0,1,1,0,0,0,Unspecified
429,Live in a very chaotic society,Live in a strictly controlled society,70218,43833,0,1,1,0,0,0,Unspecified
430,Be able to predict the actions of others,Be able to influence the actions of others,52720,61729,0,1,1,0,0,0,Unspecified
431,Drink a shot of hot sauce,Drink a shot of soy sauce,58585,58419,0,1,1,0,0,0,Unspecified
432,Have everything you eat taste like chicken,Have every voice you hear sound like Kanye West,69929,44861,0,1,1,0,0,0,Unspecified
433,Marry your parents,Marry your siblings,26544,82742,0,1,1,0,0,0,Unspecified
434,Only be able to use curse words,Be mute,66181,50515,0,1,1,0,0,0,Unspecified
435,Drink sewer water,Eat food from the sewer,71462,40049,0,1,1,0,0,0,Unspecified
436,Receive $1 million today,Receive $5 million in ten years (unadjusted for inflation),66274,49184,0,1,1,0,0,0,Unspecified
437,Go without shampoo for the rest of your life.,Go Without a comb/brush for the rest of your life.,38936,74421,0,1,1,0,0,0,Unspecified
438,See who actually loves you,See who hates you,80950,31930,0,1,1,0,0,0,Unspecified
439,Have to kill your best friend,Have to kill your sibling,69004,44470,0,1,1,0,0,0,Unspecified
440,Be 10 times smarter than the smartest person,Be 10 times stronger than the strongest person,83197,32543,0,1,1,0,0,0,Unspecified
441,be super racist,be super sexist,56952,56811,0,1,1,0,0,0,Unspecified
442,Have someone die when you touch them,Have someone die when you make eye contact with them,70798,44139,0,1,1,0,0,0,Unspecified
443,"Become a god, but with NO powers and be loved",Become satin with all powers and be hated,60797,39187,0,1,1,0,0,0,Unspecified
444,Be single for life,Have a partner that acts like a child,58354,58443,0,1,1,0,0,0,Unspecified
445,Stay isolated for the rest of your life,Have no privacy for the rest of your life,67714,48920,0,1,1,0,0,0,Unspecified
446,Have all knowledge but be unable to explain things,Have very limited knowledge but be good at explaining things,72271,42394,0,1,1,0,0,0,Unspecified
447,Have a home gym,Have a home cinema,57898,57831,0,1,1,0,0,0,Unspecified
448,Be funny but not cool,Be cool but not funny,70355,46199,0,1,1,0,0,0,Unspecified
449,Get a flat tire,Run out of gas,65915,54264,0,1,1,0,0,0,Unspecified
450,Only have spoons,Only have forks,69383,46099,0,1,1,0,0,0,Unspecified
451,$200 every time you get hurt,$20 every time you help someone,71671,46495,0,1,1,0,0,0,Unspecified
452,Be an Elder Sibling,Be a Younger Sibling,57876,57680,0,1,1,0,0,0,Unspecified
453,Take care of animals in a shelter,Take care of children in an orphanage,72382,41398,0,1,1,0,0,0,Unspecified
454,Have a medieval house,Have a modern house,25655,90213,0,1,1,0,0,0,Unspecified
455,have a lazy partner,have a stupid partner,67160,49952,0,1,1,0,0,0,Unspecified
456,Always be too cold,Always be too hot,80203,33155,0,1,1,0,0,0,Unspecified
457,spend 2 years in prison,Spend your weekends in prison for the next 5 years,56468,57521,0,1,1,0,0,0,Unspecified
458,Live in Paris but feel depressed,Live in North Korea but feel happy,63757,51740,0,1,1,0,0,0,Unspecified
459,Die before your partner,Die after your partner,58779,56599,0,1,1,0,0,0,Unspecified
460,Only speak in Morse code,Only speak in binary,72591,40850,0,1,1,0,0,0,Unspecified
461,Be not cool but smart,Be cool but be dumb,92165,25265,0,1,1,0,0,0,Unspecified
462,Fight in an ancient war,Fight in a modern war,62688,52477,0,1,1,0,0,0,Unspecified
463,Cheat on someone,Be cheated on,49578,67368,0,1,1,0,0,0,Unspecified
464,Always be constipated,Always have diarrhea,69740,46172,0,1,1,0,0,0,Unspecified
465,Have the power to do whatever you want without getting in trouble,Be able to change the probability of any outcome,51588,61555,0,1,1,0,0,0,Unspecified
466,Have your parachute fail while skydiving,Have an engine failure while flying a helicopter,41204,71082,0,1,1,0,0,0,Unspecified
467,Have any item of clothing you want,Have any food item you want,54090,61144,0,1,1,0,0,0,Unspecified
468,Stub your toe once every day,Whack your funny bone every other day,44734,70217,0,1,1,0,0,0,Unspecified
469,Be the opposite sex for a day,Be an animal of your choosing for a day,59285,53870,0,1,1,0,0,0,Unspecified
470,Be able to shrink whenever you want,Be able to grow whenever you want,58409,58106,0,1,1,0,0,0,Unspecified
471,Live alone on a secluded island,Live in an overpopulated city,46139,69840,0,1,1,0,0,0,Unspecified
472,Have whatever you say become real,Have whatever you think become real,87100,29649,0,1,1,0,0,0,Unspecified
473,Never see an animal ever again,Have a 70% chance of getting attacked by any animal you see,77220,39455,0,1,1,0,0,0,Unspecified
474,Have no parents at all (assuming you can still exist),Have unsupportive parents,71353,44716,0,1,1,0,0,0,Unspecified
475,Double your intelligence,Double your attractiveness,71127,43255,0,1,1,0,0,0,Unspecified
476,Become the King/Queen of the UK,Become the president of the USA,60945,52095,0,1,1,0,0,0,Unspecified
477,Erase all of your past bad memories,Erase your past bad impressions in the memories of others,41401,72212,0,1,1,0,0,0,Unspecified
478,Spend a night on the ocean,Spend a night in a forest,50557,65084,0,1,1,0,0,0,Unspecified
479,Always fall in love too easily,Always have a very hard time falling in love,37934,80060,0,1,1,0,0,0,Unspecified
480,Be able to walk on water without drowning,Be able to touch fire without burning,59200,57260,0,1,1,0,0,0,Unspecified
481,Have all your family hate you,Have everyone but your family hate you,55305,62317,0,1,1,0,0,0,Unspecified
482,Have your voice delayed by 5 seconds,Have your vision delayed by 5 seconds,98034,14347,0,1,1,0,0,0,Unspecified
483,Go Skydiving,Go Deep Sea Diving,78563,37300,0,1,1,0,0,0,Unspecified
484,Lose all your memories but keep skills,Lose all your skills but keep memories,53664,63547,0,1,1,0,0,0,Unspecified
485,"Always feel happy, but act angry","Always feel angry, but act happy",77238,40572,0,1,1,0,0,0,Unspecified
486,Never need to sleep,Never need to eat,82790,34616,0,1,1,0,0,0,Unspecified
487,Only be able to play your favorite game,Be able to play any game except for your favorite game,38135,77603,0,1,1,0,0,0,Unspecified
488,Have Strong Legs,Have Strong Arms,51111,66624,0,1,1,0,0,0,Unspecified
489,Have very buck teeth,Have very crooked teeth,60284,56982,0,1,1,0,0,0,Unspecified
490,Proficient in a foreign language,Proficient in mathematics,60133,56360,0,1,1,0,0,0,Unspecified
491,"Fail every class in school, but everyone is proud/happy for you","Pass every class in school, but everyone hates/envy you",49622,63592,0,1,1,0,0,0,Unspecified
492,Lose the ability to talk,Lose the ability to walk,69860,46055,0,1,1,0,0,0,Unspecified
493,Have to kill five strangers,Have to kill one person you know,56853,58884,0,1,1,0,0,0,Unspecified
494,Have a set-out path in life,Have complete unknowns,54088,61814,0,1,1,0,0,0,Unspecified
495,Have a bad body odor,Have bad breath,30541,83638,0,1,1,0,0,0,Unspecified
496,Stay outside all your life,Stay inside all your life,61648,55927,0,1,1,0,0,0,Unspecified
497,Always have to travel by train,Always have to travel by bus,71035,44905,0,1,1,0,0,0,Unspecified
498,Be stuck reliving the same good day over and over again,Have every bad day of your life repeated twice,54133,59107,0,1,1,0,0,0,Unspecified
499,Hike a large mountain,Run a marathon,51215,34604,0,1,1,0,0,0,Unspecified
500,Be attractive but very annoying,Be unattractive but very charismatic,30587,56608,0,1,1,0,0,0,Unspecified
501,Be stuck outside all your life,Be stuck inside all your life,45948,41567,0,1,1,0,0,0,Unspecified
502,Accidently drop a baby,Accidently drop three puppies,31266,57007,0,1,1,0,0,0,Unspecified
503,Be an amazing pianist,Be an amazing drummer,54913,30785,0,1,1,0,0,0,Unspecified
504,You can fly but only in the cardinal directions (cannot go up or down) 15ft above ground,You can teleport but only within a 1.6km (1mi) radius,14891,72718,0,1,1,0,0,0,Unspecified
505,Have a clone of yourself,Be able to control someone else,22459,63570,0,1,1,0,0,0,Unspecified
506,Never have homework in school,Never have an exam in school,32519,54685,0,1,1,0,0,0,Unspecified
507,Have to document a plant's growth over ten years,Have to document a child's growth over ten years,34888,50960,0,1,1,0,0,0,Unspecified
508,Have an unlimited army of gnomes for eternity,Be a demigod,24635,60615,0,1,1,0,0,0,Unspecified
509,Only be able to sing,Only be able to dance,58406,27786,0,1,1,0,0,0,Unspecified
510,Act on broadway,Act in Movies/T.V.,13010,72356,0,1,1,0,0,0,Unspecified
511,Live underground,Inhabit an isolated mountaintop,37613,48303,0,1,1,0,0,0,Unspecified
512,Have a spouse but no personal friends,Have no spouse but have friends,34557,50734,0,1,1,0,0,0,Unspecified
513,Have to sell your pet(s) but collect the revenue,Have to give your car away for free,41997,43166,0,1,1,0,0,0,Unspecified
514,"Teleport, but every time you do you slowly lose your eyesight","Have super speed, but have to eat 25k calories a day to maintain it",24505,60301,0,1,1,0,0,0,Unspecified
515,Have 10 wishes,Be a genie that grants wishes,71951,13676,0,1,1,0,0,0,Unspecified
516,Have Your Back Cracked By A Chiropractor,Have Your Mind Explored by a Psychic to uncover your deepest thoughts and emotions,42294,44802,0,1,1,0,0,0,Unspecified
517,Only Eat Fruits,Only Eat Vegetables,65588,23407,0,1,1,0,0,0,Unspecified
518,Always over spice your food,Always have your food taste bland,58119,24981,0,1,1,0,0,0,Unspecified
519,Lose your mobile phone,Lose your PC,38205,49389,0,1,1,0,0,0,Unspecified
520,Always be tired but not sick,Always be sick but not tired,63287,20259,0,1,1,0,0,0,Unspecified
521,Have four hands,Have four feet,78105,11812,0,1,1,0,0,0,Unspecified
522,Save your dad from falling off a cliff,Save your mom from falling off a cliff,24916,55677,0,1,1,0,0,0,Unspecified
523,Be short but buff,Be tall but skinny,34409,52142,0,1,1,0,0,0,Unspecified
524,ALWAYS SUMMER,ALWAYS WINTER,46011,42099,0,1,1,0,0,0,Unspecified
525,Lick the inside of a stranger's ear,Lick a stranger's armpit,53370,31691,0,1,1,0,0,0,Unspecified
526,Get stuck with a needle each time you lie,Get skinnier each time you tell the truth,48038,39855,0,1,1,0,0,0,Unspecified
527,Have 100 duck-sized elephants,Have one elephant-sized duck,38081,47574,0,1,1,0,0,0,Unspecified
528,Instantly know when someone is lying to you,Be able to lie without ever being caught,50191,37783,0,1,1,0,0,0,Unspecified
529,Be unable to speak at all (mute),Have to say every thought that comes into your mind out loud,54969,32268,0,1,1,0,0,0,Unspecified
530,Only be able to play Fortnite for the rest of you live,Only be able to play Minecraft for the rest of you life,24826,63098,0,1,1,0,0,0,Unspecified
531,Never be able to have kids (no adoption),Have three babies delivered to your doorstep right now,49935,36892,0,1,1,0,0,0,Unspecified
532,Die in 10 years but happy and with people,Die in 50 years alone and unhappy,68694,17876,0,1,1,0,0,0,Unspecified
533,Drink orange juice for the rest of your life,Drink apple juice for the rest of your life,41700,46050,0,1,1,0,0,0,Unspecified
534,Improve your physical health by 50%,Improve your mental health by 50%,46380,39706,0,1,1,0,0,0,Unspecified
535,Only be able to read,Only be able to write,68305,19303,0,1,1,0,0,0,Unspecified
536,Have a gaming laptop,Have a gaming PC,19529,66332,0,1,1,0,0,0,Unspecified
537,Have your spouse picked for you,Have your permanent career picked for you,36737,48203,0,1,1,0,0,0,Unspecified
538,Be a fool but optimistic,Be smart but pessimistic,31516,54427,0,1,1,0,0,0,Unspecified
539,Be able to drink anything but have a 50% chance of choking each time,Only be able to drink water but only have a 1% chance of choking,19610,65648,0,1,1,0,0,0,Unspecified
540,Listen to music from the 80s and 90s,Listen to music from 2010s and 2020s,32750,53544,0,1,1,0,0,0,Unspecified
541,Be very obese,Be very skinny,14477,73637,0,1,1,0,0,0,Unspecified
542,Have tongues for fingers,Have a finger as a tongue,31922,55300,0,1,1,0,0,0,Unspecified
543,See the future,Change the past,48194,39551,0,1,1,0,0,0,Unspecified
544,Only be able to play one game from each game studio,Only be able to play the games made by one game studio,58028,24336,0,1,1,0,0,0,Unspecified
545,Play a small part in a good movie,Play the main part in a terrible movie,70504,16580,0,1,1,0,0,0,Unspecified
546,Have no hair anywhere,Have never ending growing hair,49660,39479,0,1,1,0,0,0,Unspecified
547,Have the memory of a goldfish,Have the neck of a giraffe,47777,38478,0,1,1,0,0,0,Unspecified
548,Never be able to draw,Never be able to write,68435,18845,0,1,1,0,0,0,Unspecified
549,Never be able to say "No",Never be able to say "Yes",39088,47070,0,1,1,0,0,0,Unspecified
550,Have fingers for toes,Have toes for fingers,69634,17307,0,1,1,0,0,0,Unspecified
551,Only eat salty food,Only eat sugary food,56448,27283,0,1,1,0,0,0,Unspecified
552,Re-live 5 years of your life,Erase 5 years of your life,66960,22565,0,1,1,0,0,0,Unspecified
553,Travel by yourself,Travel with family,36520,52031,0,1,1,0,0,0,Unspecified
554,Live in the town you were born in forever,Never see the town you were born in again,33360,54480,0,1,1,0,0,0,Unspecified
555,Have to poop every 35 minutes,Have to pee every 35 minutes,7192,81296,0,1,1,0,0,0,Unspecified
556,Have everyone judge/think about everything you do,Have nobody care about you at all,41133,44678,0,1,1,0,0,0,Unspecified
557,Have no fingernails,Have no eyelashes,44529,44228,0,1,1,0,0,0,Unspecified
558,Spend your entire summer at the beach,Spend your entire summer in the mountains,48996,36335,0,1,1,0,0,0,Unspecified
559,Tell your best friend all your secrets,Tell your parents all your secrets,68165,35312,0,1,1,0,0,0,Unspecified
560,Always consciously breathe,Always consciously blink,35958,50187,0,1,1,0,0,0,Unspecified
561,Everyone fears you,Everyone loves you,15018,48772,0,1,1,0,0,0,Unspecified
562,Have a fast death,Have a slow death,76860,13186,0,1,1,0,0,0,Unspecified
